ID,Description,GeneRatio,BgRatio,pvalue,OddsRatio,Count,TermSize,GeneIDs,p.adjust,TERM,ONTOLOGY
GO:0019222,regulation of metabolic process,5/12,3279/8282,0.5502632439888027,1.0899603813651007,5,3279,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___RNAseq.g29751.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.7691732495288099,regulation of metabolic process,BP
GO:0097159,organic cyclic compound binding,3/12,1928/8282,0.5544040954395968,1.098703082659199,3,1928,Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___TS.g16805.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.7691732495288099,organic cyclic compound binding,MF
GO:0009893,positive regulation of metabolic process,3/12,1928/8282,0.5544040954395968,1.098703082659199,3,1928,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1,0.7691732495288099,positive regulation of metabolic process,BP
GO:0050896,response to stimulus,6/12,4004/8282,0.567409859167852,1.0684926534912227,6,4004,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___TS.g16805.t1/Montipora_capitata_HIv3___RNAseq.g44164.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.7801885563557965,response to stimulus,BP
GO:0031326,regulation of cellular biosynthetic process,3/12,1976/8282,0.5733261477142212,1.0638609444527354,3,1976,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.7813471393627439,regulation of cellular biosynthetic process,BP
GO:0009889,regulation of biosynthetic process,3/12,2030/8282,0.5941657311262722,1.0266384295297801,3,2030,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.8026449350302274,regulation of biosynthetic process,BP
GO:0048522,positive regulation of cellular process,4/12,2811/8282,0.6242771393157995,0.9731053900419233,4,2811,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___RNAseq.g44164.t1,0.8359885169968099,positive regulation of cellular process,BP
GO:0010468,regulation of gene expression,3/12,2155/8282,0.6404188468540191,0.9476672383721706,3,2155,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.8481165168441336,regulation of gene expression,BP
GO:0007154,cell communication,3/12,2166/8282,0.6443482627971664,0.9411410875583475,3,2166,Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___TS.g16805.t1/Montipora_capitata_HIv3___RNAseq.g44164.t1,0.8481165168441336,cell communication,BP
GO:0003824,catalytic activity,5/12,3599/8282,0.6564262348057732,0.9293189546619405,5,3599,Montipora_capitata_HIv3___TS.g13493.t1/Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g29751.t1/Montipora_capitata_HIv3___RNAseq.g44164.t1,0.8566918657634668,catalytic activity,MF
GO:0051716,cellular response to stimulus,4/12,2950/8282,0.6700523973981934,0.9035990828209487,4,2950,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___TS.g16805.t1/Montipora_capitata_HIv3___RNAseq.g44164.t1,0.867126631927074,cellular response to stimulus,BP
GO:0043231,intracellular membrane-bounded organelle,8/12,5700/8282,0.6921092611565619,0.9058477543109454,8,5700,Montipora_capitata_HIv3___TS.g13493.t1/Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___RNAseq.g29751.t1/Montipora_capitata_HIv3___RNAseq.g44164.t1/Montipora_capitata_HIv3___RNAseq.g2578.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.8882068851509212,intracellular membrane-bounded organelle,CC
