gene,signed_logP
SCF082_s34_g1895,2.89221705995674
SCF082_s390_g11534,2.89037307035985
SCF082_s769_g18686,2.88840350328049
SCF082_s10_g576,2.88286588144756
SCF082_s24674_g51905,-2.88262782767006
SCF082_s285_g9275,2.88015769410194
SCF082_s2572_g35846,2.87946947854893
SCF082_s2701_g36609,-2.87821663796013
SCF082_s80_g3537,-2.87099953152086
SCF082_s601_g15755,2.87132856522818
SCF082_s1153_g23902,-2.87103343948285
SCF082_s1175_g24183,-2.87103343948285
SCF082_s3606_g40900,2.87342686943612
SCF082_s950_g21302,2.87001957168117
SCF082_s3393_g40084,2.86905782882046
SCF082_s130_g5133,2.86655896172694
SCF082_s249_g8455,2.86678422589007
SCF082_s445_g12700,2.863052786629
SCF082_s581_g15464,2.86274380279218
SCF082_s1314_g25787,2.85651254801602
SCF082_s27_g1585,2.8508315285924
SCF082_s571_g15282,-2.85037515644828
SCF082_s246_g8382,2.84757802215823
SCF082_s806_g19205,2.84759620706123
SCF082_s5973_g44881,-2.84913724188355
SCF082_s173_g6390,2.84479965928235
SCF082_s485_g13522,-2.84515856344287
SCF082_s207_g7326,2.839718227668
SCF082_s1649_g29028,2.84014149131395
SCF082_s590_g15605,2.83880706755614
SCF082_s132_g5185,2.83431749202359
SCF082_s765_g18609,2.83435665022008
SCF082_s24425_g51862,-2.83348667880552
SCF082_s315_g9949,2.82992536770426
SCF082_s2037_g32178,2.82538500042182
SCF082_s2974_g38119,2.82470046353316
SCF082_s27_g1549,-2.81649388162079
SCF082_s95_g4067,-2.81730221606929
SCF082_s146_g5579,2.81752330260837
SCF082_s347_g10627,-2.81866316768426
SCF082_s565_g15179,-2.81513776633192
SCF082_s824_g19495,2.81484729857431
SCF082_s1089_g23119,2.81531946497892
SCF082_s1157_g23968,-2.81649852396308
SCF082_s6243_g45150,2.82002992668876
SCF082_s28565_g52429,-2.82022459825069
SCF082_s161_g6050,-2.81132827910187
SCF082_s2681_g36492,-2.80841004307258
SCF082_s211_g7447,2.80588122225857
SCF082_s4086_g42181_i1,2.80139137251928
SCF082_s1166_g24051,2.79912255968958
SCF082_s3479_g40418,2.79966479984977
SCF082_s350_g10715,2.79650809085941
SCF082_s1046_g22540,-2.79704835174782
SCF082_s364_g11022,-2.79472267319526
SCF082_s306_g9781,2.78964148940245
SCF082_s687_g17433,-2.7902941882726
SCF082_s146_g5580,-2.78824317776652
SCF082_s2289_g33922,-2.78767567953337
SCF082_s36872_g53159,-2.78610617605518
SCF082_s24686_g51907,-2.78449664944036
SCF082_s764_g18597,2.78082737087523
SCF082_s3433_g40244,-2.78034056210504
SCF082_s20_g983,2.77526072943666
SCF082_s1116_g23459,2.77538303394753
SCF082_s729_g18053,-2.77311199117272
SCF082_s412_g11970,2.77197076126704
