,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Montipora_capitata_HIv3___TS.g83.t1,161.682081139688,-5.38539938465042,0.632336994789118,-8.51666030776269,1.64220280828609e-17,1.1065406717884e-14
Montipora_capitata_HIv3___RNAseq.g11157.t1,277.403631926781,-5.73206659749531,0.674930592398212,-8.49282379855937,2.01675943997736e-17,1.29436741279658e-14
Montipora_capitata_HIv3___RNAseq.g36845.t1,56.6320006322052,-4.31498846159666,0.51071730855161,-8.44887844869392,2.94114482481927e-17,1.83662570749862e-14
Montipora_capitata_HIv3___RNAseq.g16462.t1,397.951913855577,12.0374331197903,1.4289151491188,8.42417629011333,3.6329693388685e-17,2.20894096248833e-14
Montipora_capitata_HIv3___RNAseq.g44785.t1,105.195761601,-10.2281441452938,1.22407103832461,-8.35584196101322,6.49676411530098e-17,3.84891627907767e-14
Montipora_capitata_HIv3___TS.g8021.t1,186.214922086832,2.28404074825504,0.27399600704339,8.33603661929768,7.68221372799787e-17,4.43743870463477e-14
Montipora_capitata_HIv3___TS.g27115.t1,130.305208988496,10.4269944333769,1.2543090159948,8.31293907674511,9.33604551098295e-17,5.26120320807954e-14
Montipora_capitata_HIv3___RNAseq.g7992.t1,55.5782576261575,4.99717780020632,0.601680627039806,8.30536596265666,9.95122518483692e-17,5.47435852132517e-14
Montipora_capitata_HIv3___RNAseq.g26700.t1,192.83313502558,-11.1037056087986,1.35420203171914,-8.19944539198672,2.41498592649145e-16,1.2976337170136e-13
Montipora_capitata_HIv3___RNAseq.g15213.t1b,221.909787314276,-9.47440171999653,1.15646722798196,-8.19253800778204,2.55774418895434e-16,1.34310635194977e-13
Montipora_capitata_HIv3___RNAseq.g46409.t1,271.10734837453,-11.5946657720605,1.42269580682071,-8.14978558063728,3.6457010680366e-16,1.87186495948857e-13
Montipora_capitata_HIv3___TS.g11775.t2,422.593047813814,-1.43090992596956,0.176077813508112,-8.12657709373266,4.41582689812961e-16,2.21799305394097e-13
Montipora_capitata_HIv3___TS.g32734.t2,96.3333740437692,9.98975161285259,1.24467678138091,8.02598052947481,1.00718197047323e-15,4.95126370803913e-13
Montipora_capitata_HIv3___RNAseq.g31152.t1,88.1258002270172,-9.9705314648141,1.25528807969574,-7.94282334556289,1.97630315690739e-15,9.51301759173859e-13
