"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-184 0.130624034436162 4 364 "GO:0002694;GO:0050865;GO:0002696;GO:0050867;GO:0051249;GO:0051251;GO:0030155;GO:0045580;GO:0045619;GO:0050863;GO:0045785;GO:0022407;GO:0022409;GO:0050870;GO:1903039;GO:1903037" "regulation of cell adhesion" 0.390647502985647
49 0.846827726403347 2 82 "GO:0002698;GO:0045824;GO:0002832;GO:0050777;GO:0002921" "negative regulation of immune response" 0.948962686379395
143 0.784111700819054 3 19 "GO:0002701;GO:0002704;GO:0002707" "negative regulation of leukocyte mediated immunity" 0.924155990825891
256 0.33558968698967 3 74 "GO:0002762;GO:0045638;GO:1902106;GO:1903707" "negative regulation of hemopoiesis" 0.638487734491281
-227 0.136870732447291 2 229 "GO:0002764;GO:0002768;GO:0038093;GO:0038095;GO:0051092;GO:0043122;GO:0043123;GO:0002253;GO:0002429;GO:0002757;GO:0050851;GO:0050852;GO:0002218;GO:0002221;GO:0002758;GO:0002224" "activation of immune response" 0.402402857312088
204 0.254029594518455 5 165 "GO:0002790;GO:0009306;GO:0035592;GO:0071692;GO:0001816" "peptide secretion" 0.557583307234315
-253 0.252966648200703 6 107 "GO:0002792;GO:0051048;GO:0046676;GO:0050709;GO:0090278;GO:1903531;GO:0046888" "negative regulation of secretion" 0.557583307234315
29 0.759880580165956 4 612 "GO:0002831;GO:0002833;GO:0031347;GO:0031349;GO:0002697;GO:0002699;GO:0051090;GO:0051091;GO:0045088;GO:0045089;GO:0001817;GO:0001819" "regulation of defense response" 0.913575019119121
-62 0.88666589951448 6 27 "GO:0002886;GO:0002888;GO:0033003;GO:0033006;GO:0043300;GO:0043302;GO:0043304" "regulation of myeloid leukocyte mediated immunity" 0.969082956746839
478 0.214396841429372 2 35 "GO:0002902;GO:0070228;GO:2000106;GO:0070229;GO:2000107" "regulation of leukocyte apoptotic process" 0.507865785267101
-269 0.00427665424770497 2 635 "GO:0003013;GO:0003018;GO:0008015;GO:0097746;GO:1903522;GO:0035296;GO:0035150;GO:0043269;GO:0043270;GO:0090257;GO:0034762;GO:0034765;GO:0008016;GO:0003012;GO:0006936;GO:0006937;GO:0010959;GO:0022898;GO:0032409;GO:0032412;GO:0034767;GO:0034764;GO:1904062;GO:1904064;GO:2001257" "regulation of monoatomic ion transport" 0.0497353526701818
-179 0.362021518706067 3 136 "GO:0003014;GO:0008217;GO:0003073" "regulation of blood pressure" 0.653687912078691
-352 0.279637097549674 2 49 "GO:0003085;GO:0045776;GO:0097755;GO:0042311" "obsolete positive regulation of blood vessel diameter" 0.573596072546609
575 0.160182387971826 7 31 "GO:0003096;GO:0070293;GO:0006884;GO:0070886;GO:0106058" "renal sodium ion transport" 0.443047818754444
