"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
1070 0.088444073823474 5 10 "GO:0004864" "protein phosphatase inhibitor activity" 0.36063037634168
-476 0.145420766603725 3 37 "GO:0004866;GO:0030414;GO:0061135" "endopeptidase regulator activity" 0.452068904876797
138 0.854210297186295 2 7 "GO:0004867" "serine-type endopeptidase inhibitor activity" 0.955142182865996
-850 0.0558146549793823 2 20 "GO:0004869" "cysteine-type endopeptidase inhibitor activity" 0.309626986889935
-546 0.362095508732268 3 11 "GO:0004879;GO:0098531" "nuclear receptor activity" 0.713655313535113
-353 0.00705721007101792 2 237 "GO:0004888" "transmembrane signaling receptor activity" 0.0917728509383559
-1914 0.000842452766352195 5 12 "GO:0004890;GO:0022851;GO:0008503" "GABA-A receptor activity" 0.0225882647978182
-415 0.0161309719011301 3 135 "GO:0004930" "G protein-coupled receptor activity" 0.150111863427751
-609 0.493013475697363 5 5 "GO:0004965" "G protein-coupled GABA receptor activity" 0.793681150807187
221 0.738200114758468 3 9 "GO:0004993;GO:0051378;GO:0099589" "G protein-coupled serotonin receptor activity" 0.922677907177815
-496 0.453547971409393 2 9 "GO:0004995" "tachykinin receptor activity" 0.765303972668955
-669 0.409127622004013 4 6 "GO:0005001;GO:0019198" "transmembrane receptor protein tyrosine phosphatase activity" 0.741891641678097
764 0.182844583245595 2 12 "GO:0005007" "fibroblast growth factor receptor activity" 0.508252653643803
1835 0.0386544757903871 5 5 "GO:0005021" "vascular endothelial growth factor receptor activity" 0.253817909909328
22 0.973443903255893 2 9 "GO:0005041" "low-density lipoprotein particle receptor activity" 0.99167873327134
445 0.212938838562881 2 31 "GO:0005048" "signal sequence binding" 0.555886988297014
549 0.381486834319015 2 10 "GO:0005049;GO:0140142" "nucleocytoplasmic carrier activity" 0.727435170688239
-374 0.41131293222834 -1 19 "GO:0005070" "obsolete SH3/SH2 adaptor activity" 0.741891641678097
-528 0.551778125989074 -1 5 "GO:0005072" "obsolete transforming growth factor beta receptor, cytoplasmic mediator activity" 0.824783331182274
-487 0.548092191225254 4 6 "GO:0005078" "MAP-kinase scaffold activity" 0.824185299889592
-695 0.0272634181161368 6 40 "GO:0005080" "protein kinase C binding" 0.205193094242503
-413 0.00933114182884418 5 160 "GO:0005085" "guanyl-nucleotide exchange factor activity" 0.107963223159428
569 0.447958599896549 5 7 "GO:0005092" "GDP-dissociation inhibitor activity" 0.762596187919125
-230 0.743310586212064 4 8 "GO:0005095" "GTPase inhibitor activity" 0.922677907177815
-52 0.773001526363056 4 122 "GO:0005096" "GTPase activator activity" 0.928208039813397
