gene,log2FoldChange
Montipora_capitata_HIv3___RNAseq.g23028.t3,-1.19597267986551
Montipora_capitata_HIv3___TS.g13490.t3,-1.6361350767076
Montipora_capitata_HIv3___RNAseq.g44916.t1a,-1.38166622455315
Montipora_capitata_HIv3___TS.g24677.t1,-4.09837757324839
Montipora_capitata_HIv3___RNAseq.g13031.t1,-0.914650423479337
Montipora_capitata_HIv3___RNAseq.g13931.t1,1.89670766228821
Montipora_capitata_HIv3___TS.g42118.t1,1.06825176022059
Montipora_capitata_HIv3___RNAseq.g35285.t1,-0.581562411985745
Montipora_capitata_HIv3___RNAseq.g12684.t1,1.11752527282857
Montipora_capitata_HIv3___RNAseq.g40366.t1,-0.739490206415805
Montipora_capitata_HIv3___RNAseq.g9409.t1,0.566292859291216
Montipora_capitata_HIv3___RNAseq.g44906.t1,-0.651289883867757
Montipora_capitata_HIv3___RNAseq.g7409.t1,2.2859080318111
Montipora_capitata_HIv3___RNAseq.g34465.t2,-0.539401201015721
Montipora_capitata_HIv3___RNAseq.g12843.t1,0.80005293366193
Montipora_capitata_HIv3___RNAseq.g7083.t1,-2.87513719786485
Montipora_capitata_HIv3___RNAseq.g47479.t1,-1.0838323788668
Montipora_capitata_HIv3___RNAseq.g15916.t2b,1.4714065818782
Montipora_capitata_HIv3___TS.g23730.t1,-1.56190289637137
Montipora_capitata_HIv3___TS.g37030.t2,-1.24137201713013
Montipora_capitata_HIv3___RNAseq.g40920.t1,-2.03315269812377
Montipora_capitata_HIv3___RNAseq.g27762.t1,-1.53950648999981
Montipora_capitata_HIv3___RNAseq.g4932.t1,1.74620044863818
Montipora_capitata_HIv3___RNAseq.g26719.t1,0.66211827529107
Montipora_capitata_HIv3___TS.g7286.t1,2.3137071121255
Montipora_capitata_HIv3___RNAseq.g7413.t1,0.536763862469216
Montipora_capitata_HIv3___RNAseq.g43925.t1,0.707291348887193
Montipora_capitata_HIv3___RNAseq.g19323.t1,-0.918534803289074
Montipora_capitata_HIv3___RNAseq.g33965.t1,-1.02537103939043
Montipora_capitata_HIv3___RNAseq.g39674.t1,-0.981009900781034
